ライン,頻発停止(分類),日付,頻発停止回数,,
AG12(ジャトコ),カムエラー,7/11,0,,AG12(ジャトコ)カムエラー45484
AG12(ジャトコ),カムエラー,7/12,0,,AG12(ジャトコ)カムエラー45485
AG12(ジャトコ),カムエラー,7/13,0,,AG12(ジャトコ)カムエラー45486
AG12(ジャトコ),カムエラー,7/14,0,,AG12(ジャトコ)カムエラー45487
AG12(ジャトコ),カムエラー,7/15,,,AG12(ジャトコ)カムエラー45488
AG12(ジャトコ),カムエラー,7/16,,,AG12(ジャトコ)カムエラー45489
AG12(ジャトコ),カムエラー,7/17,,,AG12(ジャトコ)カムエラー45490
AG12(ジャトコ),カムエラー,7/18,,,AG12(ジャトコ)カムエラー45491
AG12(ジャトコ),カムエラー,7/19,,,AG12(ジャトコ)カムエラー45492
AG12(ジャトコ),カムエラー,7/20,0,,AG12(ジャトコ)カムエラー45493
AG12(ジャトコ),カムエラー,7/21,0,,AG12(ジャトコ)カムエラー45494
AG12(ジャトコ),カムエラー,7/22,,,AG12(ジャトコ)カムエラー45495
AG12(ジャトコ),カムエラー,7/23,,,AG12(ジャトコ)カムエラー45496
AG12(ジャトコ),カムエラー,7/24,,,AG12(ジャトコ)カムエラー45497
AG12(ジャトコ),カムエラー,7/25,,,AG12(ジャトコ)カムエラー45498
AG12(ジャトコ),カムエラー,7/26,,,AG12(ジャトコ)カムエラー45499
AG12(ジャトコ),カムエラー,7/27,0,,AG12(ジャトコ)カムエラー45500
AG12(ジャトコ),カムエラー,7/28,0,,AG12(ジャトコ)カムエラー45501
AG12(ジャトコ),カムエラー,7/29,,,AG12(ジャトコ)カムエラー45502
AG12(ジャトコ),カムエラー,7/30,,,AG12(ジャトコ)カムエラー45503
AG12(ジャトコ),カムエラー,7/31,,,AG12(ジャトコ)カムエラー45504
AG12(ジャトコ),カメラNG,7/1,0,,AG12(ジャトコ)カメラNG45474
AG12(ジャトコ),カメラNG,7/2,0,,AG12(ジャトコ)カメラNG45475
AG12(ジャトコ),カメラNG,7/3,0,,AG12(ジャトコ)カメラNG45476
AG12(ジャトコ),カメラNG,7/4,0,,AG12(ジャトコ)カメラNG45477
AG12(ジャトコ),カメラNG,7/5,0,,AG12(ジャトコ)カメラNG45478
AG12(ジャトコ),カメラNG,7/6,0,,AG12(ジャトコ)カメラNG45479
AG12(ジャトコ),カメラNG,7/7,0,,AG12(ジャトコ)カメラNG45480
AG12(ジャトコ),カメラNG,7/8,0,,AG12(ジャトコ)カメラNG45481
AG12(ジャトコ),カメラNG,7/9,0,,AG12(ジャトコ)カメラNG45482
AG12(ジャトコ),カメラNG,7/10,0,,AG12(ジャトコ)カメラNG45483
AG12(ジャトコ),カメラNG,7/11,0,,AG12(ジャトコ)カメラNG45484
AG12(ジャトコ),カメラNG,7/12,0,,AG12(ジャトコ)カメラNG45485
AG12(ジャトコ),カメラNG,7/13,0,,AG12(ジャトコ)カメラNG45486
AG12(ジャトコ),カメラNG,7/14,0,,AG12(ジャトコ)カメラNG45487
AG12(ジャトコ),カメラNG,7/15,,,AG12(ジャトコ)カメラNG45488
AG12(ジャトコ),カメラNG,7/16,,,AG12(ジャトコ)カメラNG45489
AG12(ジャトコ),カメラNG,7/17,,,AG12(ジャトコ)カメラNG45490
AG12(ジャトコ),カメラNG,7/18,,,AG12(ジャトコ)カメラNG45491
AG12(ジャトコ),カメラNG,7/19,,,AG12(ジャトコ)カメラNG45492
AG12(ジャトコ),カメラNG,7/20,0,,AG12(ジャトコ)カメラNG45493
AG12(ジャトコ),カメラNG,7/21,0,,AG12(ジャトコ)カメラNG45494
AG12(ジャトコ),カメラNG,7/22,,,AG12(ジャトコ)カメラNG45495
AG12(ジャトコ),カメラNG,7/23,,,AG12(ジャトコ)カメラNG45496
AG12(ジャトコ),カメラNG,7/24,,,AG12(ジャトコ)カメラNG45497
AG12(ジャトコ),カメラNG,7/25,,,AG12(ジャトコ)カメラNG45498
AG12(ジャトコ),カメラNG,7/26,,,AG12(ジャトコ)カメラNG45499
AG12(ジャトコ),カメラNG,7/27,0,,AG12(ジャトコ)カメラNG45500
AG12(ジャトコ),カメラNG,7/28,0,,AG12(ジャトコ)カメラNG45501
AG12(ジャトコ),カメラNG,7/29,,,AG12(ジャトコ)カメラNG45502
AG12(ジャトコ),カメラNG,7/30,,,AG12(ジャトコ)カメラNG45503
AG12(ジャトコ),カメラNG,7/31,,,AG12(ジャトコ)カメラNG45504
AG12(ジャトコ),シュートつまり,7/1,0,,AG12(ジャトコ)シュートつまり45474
AG12(ジャトコ),シュートつまり,7/2,0,,AG12(ジャトコ)シュートつまり45475
AG12(ジャトコ),シュートつまり,7/3,0,,AG12(ジャトコ)シュートつまり45476
AG12(ジャトコ),シュートつまり,7/4,0,,AG12(ジャトコ)シュートつまり45477
AG12(ジャトコ),シュートつまり,7/5,0,,AG12(ジャトコ)シュートつまり45478
AG12(ジャトコ),シュートつまり,7/6,0,,AG12(ジャトコ)シュートつまり45479
AG12(ジャトコ),シュートつまり,7/7,0,,AG12(ジャトコ)シュートつまり45480
AG12(ジャトコ),シュートつまり,7/8,0,,AG12(ジャトコ)シュートつまり45481
AG12(ジャトコ),シュートつまり,7/9,0,,AG12(ジャトコ)シュートつまり45482
AG12(ジャトコ),シュートつまり,7/10,0,,AG12(ジャトコ)シュートつまり45483
AG12(ジャトコ),シュートつまり,7/11,0,,AG12(ジャトコ)シュートつまり45484
AG12(ジャトコ),シュートつまり,7/12,0,,AG12(ジャトコ)シュートつまり45485
AG12(ジャトコ),シュートつまり,7/13,0,,AG12(ジャトコ)シュートつまり45486
AG12(ジャトコ),シュートつまり,7/14,0,,AG12(ジャトコ)シュートつまり45487
AG12(ジャトコ),シュートつまり,7/15,,,AG12(ジャトコ)シュートつまり45488
AG12(ジャトコ),シュートつまり,7/16,,,AG12(ジャトコ)シュートつまり45489
AG12(ジャトコ),シュートつまり,7/17,,,AG12(ジャトコ)シュートつまり45490
AG12(ジャトコ),シュートつまり,7/18,,,AG12(ジャトコ)シュートつまり45491
AG12(ジャトコ),シュートつまり,7/19,,,AG12(ジャトコ)シュートつまり45492
AG12(ジャトコ),シュートつまり,7/20,0,,AG12(ジャトコ)シュートつまり45493
AG12(ジャトコ),シュートつまり,7/21,0,,AG12(ジャトコ)シュートつまり45494
AG12(ジャトコ),シュートつまり,7/22,,,AG12(ジャトコ)シュートつまり45495
AG12(ジャトコ),シュートつまり,7/23,,,AG12(ジャトコ)シュートつまり45496
AG12(ジャトコ),シュートつまり,7/24,,,AG12(ジャトコ)シュートつまり45497
AG12(ジャトコ),シュートつまり,7/25,,,AG12(ジャトコ)シュートつまり45498
AG12(ジャトコ),シュートつまり,7/26,,,AG12(ジャトコ)シュートつまり45499
AG12(ジャトコ),シュートつまり,7/27,0,,AG12(ジャトコ)シュートつまり45500
AG12(ジャトコ),シュートつまり,7/28,0,,AG12(ジャトコ)シュートつまり45501
AG12(ジャトコ),シュートつまり,7/29,,,AG12(ジャトコ)シュートつまり45502
AG12(ジャトコ),シュートつまり,7/30,,,AG12(ジャトコ)シュートつまり45503
AG12(ジャトコ),シュートつまり,7/31,,,AG12(ジャトコ)シュートつまり45504
AG12(ジャトコ),その他,7/1,0,,AG12(ジャトコ)その他45474
AG12(ジャトコ),その他,7/2,0,,AG12(ジャトコ)その他45475
AG12(ジャトコ),その他,7/3,0,,AG12(ジャトコ)その他45476
AG12(ジャトコ),その他,7/4,1,,AG12(ジャトコ)その他45477
AG12(ジャトコ),その他,7/5,0,,AG12(ジャトコ)その他45478
AG12(ジャトコ),その他,7/6,0,,AG12(ジャトコ)その他45479
AG12(ジャトコ),その他,7/7,0,,AG12(ジャトコ)その他45480
AG12(ジャトコ),その他,7/8,0,,AG12(ジャトコ)その他45481
AG12(ジャトコ),その他,7/9,0,,AG12(ジャトコ)その他45482
AG12(ジャトコ),その他,7/10,0,,AG12(ジャトコ)その他45483
AG12(ジャトコ),その他,7/11,0,,AG12(ジャトコ)その他45484
AG12(ジャトコ),その他,7/12,1,,AG12(ジャトコ)その他45485
AG12(ジャトコ),その他,7/13,0,,AG12(ジャトコ)その他45486
AG12(ジャトコ),その他,7/14,0,,AG12(ジャトコ)その他45487
AG12(ジャトコ),その他,7/15,,,AG12(ジャトコ)その他45488
AG12(ジャトコ),その他,7/16,,,AG12(ジャトコ)その他45489
AG12(ジャトコ),その他,7/17,,,AG12(ジャトコ)その他45490
AG12(ジャトコ),その他,7/18,,,AG12(ジャトコ)その他45491
AG12(ジャトコ),その他,7/19,,,AG12(ジャトコ)その他45492
AG12(ジャトコ),その他,7/20,0,,AG12(ジャトコ)その他45493
AG12(ジャトコ),その他,7/21,0,,AG12(ジャトコ)その他45494
AG12(ジャトコ),その他,7/22,,,AG12(ジャトコ)その他45495
AG12(ジャトコ),その他,7/23,,,AG12(ジャトコ)その他45496
AG12(ジャトコ),その他,7/24,,,AG12(ジャトコ)その他45497
AG12(ジャトコ),その他,7/25,,,AG12(ジャトコ)その他45498
AG12(ジャトコ),その他,7/26,,,AG12(ジャトコ)その他45499
AG12(ジャトコ),その他,7/27,0,,AG12(ジャトコ)その他45500
AG12(ジャトコ),その他,7/28,0,,AG12(ジャトコ)その他45501
AG12(ジャトコ),その他,7/29,,,AG12(ジャトコ)その他45502
AG12(ジャトコ),その他,7/30,,,AG12(ジャトコ)その他45503
AG12(ジャトコ),その他,7/31,,,AG12(ジャトコ)その他45504
AG13(FZ0),タッチ,7/1,0,,AG13(FZ0)タッチ45474
AG13(FZ0),タッチ,7/2,0,,AG13(FZ0)タッチ45475
AG13(FZ0),タッチ,7/3,0,,AG13(FZ0)タッチ45476
AG13(FZ0),タッチ,7/4,0,,AG13(FZ0)タッチ45477
AG13(FZ0),タッチ,7/5,0,,AG13(FZ0)タッチ45478
AG13(FZ0),タッチ,7/6,0,,AG13(FZ0)タッチ45479
AG13(FZ0),タッチ,7/7,0,,AG13(FZ0)タッチ45480
AG13(FZ0),タッチ,7/8,0,,AG13(FZ0)タッチ45481
AG13(FZ0),タッチ,7/9,0,,AG13(FZ0)タッチ45482
AG13(FZ0),タッチ,7/10,0,,AG13(FZ0)タッチ45483
AG13(FZ0),タッチ,7/11,0,,AG13(FZ0)タッチ45484
AG13(FZ0),タッチ,7/12,0,,AG13(FZ0)タッチ45485
AG13(FZ0),タッチ,7/13,0,,AG13(FZ0)タッチ45486
AG13(FZ0),タッチ,7/14,0,,AG13(FZ0)タッチ45487
AG13(FZ0),タッチ,7/15,,,AG13(FZ0)タッチ45488
AG13(FZ0),タッチ,7/16,,,AG13(FZ0)タッチ45489
AG13(FZ0),タッチ,7/17,,,AG13(FZ0)タッチ45490
AG13(FZ0),タッチ,7/18,,,AG13(FZ0)タッチ45491
AG13(FZ0),タッチ,7/19,,,AG13(FZ0)タッチ45492
AG13(FZ0),タッチ,7/20,0,,AG13(FZ0)タッチ45493
AG13(FZ0),タッチ,7/21,0,,AG13(FZ0)タッチ45494
AG13(FZ0),タッチ,7/22,,,AG13(FZ0)タッチ45495
AG13(FZ0),タッチ,7/23,,,AG13(FZ0)タッチ45496
AG13(FZ0),タッチ,7/24,,,AG13(FZ0)タッチ45497
AG13(FZ0),タッチ,7/25,,,AG13(FZ0)タッチ45498
AG13(FZ0),タッチ,7/26,,,AG13(FZ0)タッチ45499
AG13(FZ0),タッチ,7/27,0,,AG13(FZ0)タッチ45500
AG13(FZ0),タッチ,7/28,0,,AG13(FZ0)タッチ45501
AG13(FZ0),タッチ,7/29,,,AG13(FZ0)タッチ45502
AG13(FZ0),タッチ,7/30,,,AG13(FZ0)タッチ45503
AG13(FZ0),タッチ,7/31,,,AG13(FZ0)タッチ45504
AG13(FZ0),排出,7/1,0,,AG13(FZ0)排出45474
AG13(FZ0),排出,7/2,0,,AG13(FZ0)排出45475
AG13(FZ0),排出,7/3,0,,AG13(FZ0)排出45476
AG13(FZ0),排出,7/4,0,,AG13(FZ0)排出45477
AG13(FZ0),排出,7/5,0,,AG13(FZ0)排出45478
AG13(FZ0),排出,7/6,0,,AG13(FZ0)排出45479
AG13(FZ0),排出,7/7,0,,AG13(FZ0)排出45480
AG13(FZ0),排出,7/8,0,,AG13(FZ0)排出45481
AG13(FZ0),排出,7/9,0,,AG13(FZ0)排出45482
AG13(FZ0),排出,7/10,0,,AG13(FZ0)排出45483
AG13(FZ0),排出,7/11,0,,AG13(FZ0)排出45484
AG13(FZ0),排出,7/12,0,,AG13(FZ0)排出45485
AG13(FZ0),排出,7/13,0,,AG13(FZ0)排出45486
AG13(FZ0),排出,7/14,0,,AG13(FZ0)排出45487
AG13(FZ0),排出,7/15,,,AG13(FZ0)排出45488
AG13(FZ0),排出,7/16,,,AG13(FZ0)排出45489
AG13(FZ0),排出,7/17,,,AG13(FZ0)排出45490
AG13(FZ0),排出,7/18,,,AG13(FZ0)排出45491
AG13(FZ0),排出,7/19,,,AG13(FZ0)排出45492
AG13(FZ0),排出,7/20,0,,AG13(FZ0)排出45493
AG13(FZ0),排出,7/21,0,,AG13(FZ0)排出45494
AG13(FZ0),排出,7/22,,,AG13(FZ0)排出45495
AG13(FZ0),排出,7/23,,,AG13(FZ0)排出45496
AG13(FZ0),排出,7/24,,,AG13(FZ0)排出45497
AG13(FZ0),排出,7/25,,,AG13(FZ0)排出45498
AG13(FZ0),排出,7/26,,,AG13(FZ0)排出45499
AG13(FZ0),排出,7/27,0,,AG13(FZ0)排出45500
AG13(FZ0),排出,7/28,0,,AG13(FZ0)排出45501
AG13(FZ0),排出,7/29,,,AG13(FZ0)排出45502
AG13(FZ0),排出,7/30,,,AG13(FZ0)排出45503
AG13(FZ0),排出,7/31,,,AG13(FZ0)排出45504
AG13(FZ0),出口つまり,7/1,2,,AG13(FZ0)出口つまり45474
AG13(FZ0),出口つまり,7/2,0,,AG13(FZ0)出口つまり45475
AG13(FZ0),出口つまり,7/3,0,,AG13(FZ0)出口つまり45476
AG13(FZ0),出口つまり,7/4,5,,AG13(FZ0)出口つまり45477
AG13(FZ0),出口つまり,7/5,5,,AG13(FZ0)出口つまり45478
AG13(FZ0),出口つまり,7/6,0,,AG13(FZ0)出口つまり45479
AG13(FZ0),出口つまり,7/7,0,,AG13(FZ0)出口つまり45480
AG13(FZ0),出口つまり,7/8,3,,AG13(FZ0)出口つまり45481
AG13(FZ0),出口つまり,7/9,4,,AG13(FZ0)出口つまり45482
AG13(FZ0),出口つまり,7/10,6,,AG13(FZ0)出口つまり45483
AG13(FZ0),出口つまり,7/11,2,,AG13(FZ0)出口つまり45484
